id;Music;Hiphop, Rap;Raggae;Swing, Jazz;Movies;Comedy;Romantic;Sci-fi;War;Fantasy/Fairy tales;Documentary;Western;History;Psychology;Politics;Reading;Languages;Musical instruments;Writing;Sport;Celebrities;Science and technology;Theatre;Age;Gender;clusters
124;5.0;5.0;3.0;4.0;5.0;5.0;5.0;2.0;1.0;3.0;1.0;2.0;1.0;3.0;1.0;3.0;4.0;5.0;3.0;4.0;4.0;2.0;3.0;19.0;1;4
125;3.0;4.0;3.0;1.0;3.0;5.0;5.0;1.0;1.0;5.0;5.0;1.0;3.0;5.0;1.0;4.0;5.0;1.0;1.0;3.0;1.0;5.0;3.0;19.0;1;1
126;5.0;2.0;2.0;2.0;5.0;5.0;3.0;5.0;5.0;3.0;5.0;1.0;3.0;4.0;1.0;2.0;3.0;3.0;1.0;4.0;1.0;5.0;4.0;21.0;0;5
127;1.0;1.0;2.0;1.0;4.0;4.0;4.0;1.0;2.0;2.0;4.0;1.0;2.0;4.0;2.0;3.0;4.0;2.0;4.0;1.0;2.0;2.0;2.0;19.0;1;3
128;5.0;5.0;1.0;1.0;5.0;5.0;4.0;3.0;4.0;2.0;5.0;2.0;5.0;3.0;5.0;4.0;5.0;1.0;1.0;5.0;2.0;3.0;4.0;21.0;0;5
129;5.0;5.0;2.0;2.0;5.0;3.0;3.0;4.0;3.0;4.0;4.0;2.0;4.0;2.0;3.0;5.0;4.0;1.0;3.0;1.0;1.0;5.0;2.0;18.0;0;2
130;4.0;4.0;3.0;2.0;4.0;5.0;5.0;4.0;3.0;3.0;4.0;3.0;3.0;4.0;3.0;1.0;4.0;2.0;3.0;4.0;2.0;4.0;2.0;20.0;0;2
131;2.0;3.0;2.0;1.0;3.0;4.0;2.0;5.0;5.0;4.0;4.0;2.0;2.0;3.0;1.0;2.0;3.0;1.0;1.0;3.0;1.0;4.0;2.0;19.0;0;5
132;5.0;1.0;2.0;4.0;5.0;4.0;3.0;4.0;2.0;2.0;3.0;1.0;2.0;3.0;4.0;4.0;4.0;1.0;1.0;4.0;2.0;5.0;3.0;22.0;1;3
133;5.0;2.0;5.0;4.0;5.0;5.0;2.0;2.0;2.0;3.0;2.0;1.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;5.0;4.0;3.0;4.0;20.0;0;5
134;5.0;4.0;3.0;3.0;5.0;5.0;3.0;2.0;5.0;2.0;5.0;2.0;5.0;5.0;5.0;2.0;5.0;1.0;5.0;5.0;1.0;4.0;2.0;25.0;0;2
135;2.0;4.0;1.0;4.0;3.0;5.0;4.0;3.0;3.0;3.0;4.0;2.0;5.0;3.0;5.0;4.0;3.0;1.0;1.0;3.0;4.0;4.0;2.0;21.0;1;3
136;5.0;2.0;2.0;3.0;4.0;5.0;3.0;2.0;5.0;1.0;5.0;3.0;5.0;1.0;5.0;1.0;5.0;3.0;1.0;1.0;1.0;5.0;1.0;24.0;0;5
137;5.0;3.0;2.0;4.0;4.0;3.0;3.0;4.0;2.0;3.0;3.0;1.0;4.0;5.0;2.0;4.0;5.0;5.0;4.0;3.0;2.0;4.0;3.0;19.0;1;3
138;5.0;3.0;5.0;2.0;5.0;4.0;4.0;3.0;3.0;3.0;3.0;2.0;5.0;2.0;4.0;5.0;5.0;1.0;1.0;2.0;1.0;1.0;1.0;25.0;0;5
139;5.0;2.0;2.0;2.0;5.0;3.0;2.0;4.0;5.0;3.0;3.0;4.0;3.0;4.0;3.0;4.0;2.0;1.0;1.0;1.0;2.0;3.0;2.0;26.0;0;5
140;5.0;4.0;5.0;4.0;5.0;5.0;5.0;4.0;1.0;5.0;2.0;1.0;1.0;2.0;1.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;4.0;15.0;1;1
141;5.0;3.0;5.0;4.0;5.0;5.0;3.0;5.0;5.0;4.0;4.0;1.0;4.0;3.0;5.0;1.0;4.0;5.0;4.0;5.0;1.0;4.0;2.0;19.0;0;2
142;5.0;4.0;3.0;2.0;5.0;5.0;3.0;5.0;2.0;4.0;3.0;1.0;2.0;2.0;1.0;5.0;4.0;1.0;4.0;2.0;4.0;3.0;2.0;20.0;1;1
143;4.0;5.0;4.0;3.0;4.0;5.0;5.0;3.0;5.0;2.0;5.0;3.0;5.0;3.0;3.0;3.0;5.0;1.0;1.0;5.0;1.0;2.0;1.0;21.0;0;5
144;5.0;1.0;1.0;1.0;4.0;3.0;3.0;5.0;3.0;2.0;4.0;1.0;5.0;5.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;22.0;0;5
145;5.0;5.0;3.0;3.0;5.0;5.0;5.0;2.0;5.0;3.0;4.0;1.0;3.0;4.0;5.0;5.0;5.0;4.0;2.0;2.0;2.0;4.0;5.0;20.0;1;4
146;5.0;1.0;1.0;1.0;4.0;5.0;3.0;3.0;2.0;3.0;3.0;1.0;2.0;2.0;2.0;4.0;4.0;3.0;1.0;5.0;1.0;3.0;4.0;21.0;1;1
147;5.0;3.0;3.0;3.0;5.0;5.0;3.0;3.0;3.0;4.0;4.0;3.0;3.0;4.0;4.0;4.0;3.0;1.0;4.0;4.0;3.0;5.0;3.0;20.0;1;4
148;5.0;1.0;1.0;3.0;5.0;2.0;1.0;2.0;4.0;3.0;3.0;2.0;4.0;2.0;2.0;5.0;5.0;4.0;4.0;1.0;1.0;1.0;5.0;19.0;1;4
149;4.0;2.0;3.0;5.0;3.0;5.0;2.0;3.0;5.0;4.0;4.0;1.0;5.0;4.0;5.0;3.0;4.0;5.0;3.0;5.0;1.0;1.0;3.0;19.0;0;2
150;5.0;4.0;3.0;3.0;5.0;5.0;3.0;3.0;4.0;3.0;3.0;2.0;4.0;4.0;4.0;4.0;3.0;1.0;4.0;4.0;4.0;5.0;3.0;20.0;0;2
151;5.0;2.0;4.0;4.0;3.0;4.0;2.0;5.0;4.0;3.0;5.0;3.0;5.0;4.0;4.0;2.0;4.0;1.0;5.0;2.0;1.0;5.0;3.0;22.0;0;2
152;5.0;2.0;1.0;2.0;5.0;5.0;4.0;5.0;3.0;3.0;5.0;3.0;3.0;2.0;1.0;1.0;4.0;1.0;2.0;3.0;1.0;5.0;3.0;21.0;0;2
153;5.0;3.0;4.0;4.0;4.0;5.0;5.0;1.0;1.0;4.0;2.0;1.0;1.0;5.0;1.0;5.0;5.0;5.0;1.0;4.0;3.0;1.0;3.0;17.0;1;1
154;5.0;1.0;3.0;3.0;5.0;5.0;5.0;4.0;3.0;4.0;5.0;3.0;3.0;3.0;1.0;4.0;2.0;3.0;4.0;4.0;3.0;4.0;3.0;26.0;0;2
155;4.0;1.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;5.0;4.0;3.0;4.0;4.0;1.0;4.0;5.0;1.0;4.0;1.0;2.0;3.0;3.0;20.0;1;3
156;4.0;1.0;1.0;4.0;4.0;4.0;2.0;4.0;5.0;4.0;5.0;2.0;5.0;5.0;3.0;2.0;4.0;4.0;2.0;3.0;1.0;4.0;2.0;22.0;0;2
157;4.0;2.0;2.0;1.0;4.0;5.0;1.0;5.0;1.0;1.0;4.0;1.0;4.0;5.0;5.0;5.0;4.0;1.0;1.0;1.0;1.0;4.0;4.0;21.0;0;5
158;5.0;4.0;4.0;5.0;4.0;4.0;2.0;2.0;3.0;3.0;3.0;3.0;4.0;4.0;2.0;3.0;3.0;2.0;2.0;3.0;2.0;3.0;3.0;23.0;0;2
159;5.0;2.0;4.0;3.0;5.0;5.0;4.0;3.0;1.0;5.0;4.0;2.0;3.0;2.0;3.0;4.0;4.0;1.0;1.0;4.0;2.0;5.0;5.0;19.0;1;4
160;5.0;1.0;1.0;4.0;5.0;5.0;2.0;3.0;1.0;3.0;3.0;2.0;3.0;3.0;1.0;5.0;2.0;1.0;5.0;2.0;1.0;2.0;5.0;21.0;1;1
161;3.0;4.0;3.0;3.0;5.0;5.0;5.0;3.0;3.0;5.0;3.0;2.0;2.0;5.0;2.0;5.0;3.0;2.0;1.0;3.0;1.0;2.0;5.0;19.0;1;4
162;5.0;1.0;1.0;2.0;4.0;4.0;1.0;2.0;2.0;2.0;2.0;1.0;5.0;3.0;1.0;3.0;2.0;1.0;3.0;1.0;2.0;2.0;1.0;22.0;1;3
163;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;5.0;5.0;5.0;3.0;4.0;1.0;3.0;5.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;19.0;1;4
164;5.0;1.0;1.0;1.0;5.0;4.0;4.0;4.0;5.0;3.0;4.0;5.0;4.0;3.0;2.0;5.0;5.0;1.0;1.0;3.0;1.0;3.0;1.0;17.0;1;3
165;4.0;2.0;3.0;2.0;4.0;4.0;4.0;3.0;3.0;4.0;4.0;2.0;3.0;3.0;2.0;5.0;3.0;1.0;1.0;5.0;1.0;3.0;2.0;16.0;1;3
166;5.0;1.0;3.0;4.0;4.0;4.0;5.0;1.0;1.0;5.0;4.0;1.0;3.0;4.0;1.0;3.0;1.0;5.0;1.0;2.0;3.0;1.0;5.0;29.0;1;1
167;5.0;5.0;2.0;1.0;5.0;5.0;4.0;3.0;2.0;5.0;4.0;1.0;3.0;3.0;2.0;3.0;5.0;1.0;5.0;4.0;5.0;1.0;2.0;18.0;1;1
168;5.0;1.0;3.0;3.0;5.0;5.0;5.0;4.0;3.0;3.0;5.0;1.0;3.0;3.0;1.0;4.0;2.0;3.0;4.0;4.0;1.0;3.0;3.0;26.0;0;2
169;5.0;2.0;3.0;1.0;5.0;4.0;2.0;4.0;4.0;3.0;2.0;2.0;2.0;3.0;2.0;4.0;4.0;5.0;3.0;2.0;1.0;4.0;2.0;19.0;0;2
170;5.0;5.0;3.0;3.0;4.0;5.0;4.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0;4.0;2.0;3.0;4.0;4.0;5.0;3.0;19.0;0;2
171;5.0;4.0;4.0;3.0;5.0;5.0;5.0;4.0;3.0;5.0;4.0;3.0;4.0;4.0;2.0;4.0;5.0;1.0;1.0;5.0;2.0;3.0;3.0;20.0;1;4
172;5.0;3.0;2.0;2.0;5.0;5.0;5.0;1.0;3.0;3.0;1.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;4.0;22.0;1;1
173;5.0;5.0;4.0;2.0;3.0;3.0;2.0;3.0;5.0;5.0;3.0;2.0;4.0;3.0;2.0;2.0;3.0;3.0;1.0;4.0;1.0;3.0;1.0;20.0;0;5
174;5.0;4.0;2.0;1.0;4.0;5.0;2.0;3.0;3.0;3.0;4.0;2.0;2.0;2.0;1.0;4.0;3.0;2.0;1.0;5.0;1.0;4.0;1.0;21.0;0;5
175;4.0;5.0;4.0;3.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;4.0;3.0;2.0;3.0;3.0;4.0;1.0;1.0;2.0;1.0;4.0;2.0;21.0;0;5
176;5.0;5.0;3.0;1.0;5.0;5.0;2.0;5.0;5.0;4.0;2.0;3.0;2.0;2.0;2.0;1.0;5.0;2.0;1.0;4.0;3.0;4.0;1.0;15.0;0;5
177;5.0;3.0;3.0;2.0;5.0;5.0;5.0;3.0;3.0;5.0;2.0;2.0;2.0;2.0;1.0;3.0;4.0;1.0;1.0;3.0;1.0;1.0;2.0;19.0;1;1
178;5.0;2.0;5.0;4.0;5.0;4.0;2.0;5.0;1.0;4.0;4.0;2.0;1.0;2.0;1.0;5.0;2.0;3.0;1.0;1.0;1.0;4.0;4.0;24.0;1;3
179;5.0;1.0;1.0;4.0;5.0;4.0;4.0;3.0;3.0;5.0;5.0;2.0;5.0;4.0;1.0;5.0;5.0;3.0;5.0;4.0;1.0;4.0;5.0;19.0;1;4
180;5.0;1.0;2.0;4.0;5.0;4.0;1.0;4.0;4.0;2.0;4.0;4.0;5.0;3.0;5.0;5.0;5.0;3.0;3.0;3.0;1.0;4.0;5.0;25.0;0;2
181;5.0;2.0;2.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;5.0;2.0;4.0;5.0;4.0;1.0;2.0;5.0;3.0;4.0;3.0;20.0;1;4
182;5.0;4.0;5.0;5.0;3.0;4.0;2.0;3.0;5.0;5.0;4.0;1.0;3.0;3.0;3.0;3.0;4.0;3.0;2.0;5.0;4.0;3.0;2.0;19.0;1;3
183;5.0;5.0;4.0;5.0;5.0;5.0;3.0;3.0;5.0;3.0;4.0;3.0;4.0;4.0;4.0;4.0;3.0;1.0;1.0;5.0;1.0;4.0;4.0;21.0;0;5
184;5.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;2.0;3.0;5.0;5.0;4.0;4.0;23.0;0;2
185;5.0;5.0;4.0;4.0;5.0;5.0;5.0;3.0;3.0;5.0;3.0;2.0;1.0;3.0;2.0;3.0;5.0;1.0;1.0;5.0;5.0;1.0;4.0;21.0;1;1
186;5.0;3.0;2.0;4.0;5.0;5.0;3.0;5.0;5.0;5.0;5.0;3.0;5.0;3.0;4.0;5.0;4.0;5.0;5.0;1.0;1.0;4.0;5.0;20.0;0;2
187;5.0;4.0;2.0;2.0;5.0;5.0;4.0;3.0;3.0;5.0;4.0;2.0;3.0;3.0;3.0;5.0;5.0;1.0;1.0;3.0;4.0;5.0;4.0;20.0;1;4
188;4.0;2.0;2.0;5.0;5.0;5.0;2.0;3.0;2.0;4.0;5.0;3.0;4.0;3.0;3.0;4.0;5.0;1.0;2.0;3.0;4.0;5.0;4.0;18.0;1;4
189;1.0;5.0;1.0;1.0;4.0;5.0;3.0;1.0;5.0;1.0;3.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;3.0;1.0;1.0;27.0;0;5
190;5.0;2.0;1.0;1.0;4.0;3.0;1.0;1.0;4.0;1.0;3.0;1.0;3.0;3.0;2.0;3.0;3.0;1.0;1.0;3.0;1.0;1.0;2.0;17.0;1;1
191;5.0;3.0;1.0;2.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;2.0;2.0;3.0;1.0;5.0;5.0;4.0;3.0;2.0;2.0;2.0;5.0;19.0;1;4
192;5.0;4.0;3.0;1.0;5.0;5.0;3.0;5.0;5.0;3.0;5.0;1.0;2.0;1.0;5.0;3.0;5.0;5.0;1.0;4.0;3.0;5.0;3.0;18.0;0;2
193;5.0;5.0;2.0;1.0;5.0;5.0;1.0;3.0;5.0;3.0;5.0;3.0;5.0;3.0;4.0;1.0;3.0;1.0;1.0;5.0;3.0;5.0;1.0;26.0;0;5
194;5.0;5.0;4.0;4.0;5.0;5.0;3.0;2.0;3.0;4.0;4.0;3.0;3.0;3.0;1.0;3.0;5.0;5.0;1.0;5.0;1.0;4.0;2.0;18.0;0;2
195;5.0;5.0;5.0;5.0;5.0;5.0;3.0;4.0;3.0;4.0;4.0;3.0;3.0;4.0;1.0;3.0;5.0;5.0;3.0;5.0;1.0;5.0;3.0;30.0;0;2
196;5.0;2.0;1.0;4.0;5.0;5.0;5.0;3.0;3.0;5.0;3.0;3.0;2.0;3.0;1.0;3.0;3.0;1.0;2.0;2.0;3.0;3.0;2.0;24.0;1;1
197;5.0;4.0;3.0;4.0;5.0;5.0;3.0;2.0;2.0;4.0;4.0;1.0;4.0;5.0;2.0;5.0;4.0;4.0;4.0;5.0;2.0;3.0;3.0;20.0;1;4
198;5.0;3.0;3.0;2.0;5.0;4.0;3.0;4.0;5.0;2.0;3.0;1.0;2.0;4.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;4.0;2.0;20.0;0;5
199;5.0;3.0;4.0;4.0;5.0;4.0;2.0;5.0;5.0;2.0;5.0;3.0;3.0;3.0;4.0;4.0;4.0;3.0;1.0;2.0;1.0;5.0;3.0;20.0;0;2
200;5.0;2.0;3.0;5.0;5.0;3.0;3.0;2.0;4.0;4.0;5.0;2.0;5.0;4.0;3.0;5.0;5.0;1.0;2.0;2.0;1.0;3.0;5.0;19.0;1;4
201;4.0;1.0;2.0;5.0;5.0;3.0;2.0;5.0;5.0;3.0;4.0;3.0;3.0;3.0;2.0;4.0;4.0;4.0;1.0;2.0;1.0;4.0;4.0;20.0;1;3
202;4.0;2.0;5.0;3.0;3.0;4.0;1.0;2.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;3.0;4.0;1.0;3.0;1.0;4.0;2.0;21.0;0;5
203;5.0;4.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;4.0;4.0;4.0;5.0;5.0;1.0;1.0;4.0;3.0;3.0;3.0;19.0;1;3
204;5.0;3.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;2.0;1.0;2.0;4.0;1.0;5.0;5.0;1.0;2.0;2.0;2.0;1.0;19.0;1;4
205;4.0;4.0;4.0;2.0;5.0;5.0;5.0;4.0;3.0;4.0;3.0;2.0;1.0;4.0;1.0;4.0;3.0;1.0;3.0;5.0;3.0;2.0;3.0;18.0;1;4
206;4.0;2.0;4.0;1.0;3.0;5.0;5.0;2.0;2.0;5.0;4.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;3.0;2.0;1.0;18.0;1;3
207;5.0;1.0;1.0;3.0;5.0;5.0;3.0;1.0;4.0;5.0;3.0;2.0;5.0;5.0;4.0;5.0;4.0;1.0;3.0;1.0;1.0;1.0;4.0;16.0;1;4
208;1.0;2.0;4.0;3.0;5.0;5.0;3.0;3.0;5.0;5.0;5.0;2.0;5.0;4.0;5.0;5.0;5.0;2.0;2.0;4.0;2.0;5.0;5.0;19.0;1;4
209;5.0;5.0;4.0;3.0;4.0;5.0;5.0;2.0;3.0;5.0;4.0;2.0;2.0;2.0;3.0;4.0;5.0;2.0;1.0;2.0;2.0;3.0;2.0;18.0;1;4
210;5.0;5.0;3.0;2.0;5.0;5.0;5.0;3.0;4.0;5.0;3.0;2.0;2.0;3.0;2.0;1.0;5.0;1.0;1.0;2.0;3.0;3.0;3.0;19.0;1;1
211;5.0;3.0;3.0;4.0;5.0;5.0;3.0;3.0;3.0;4.0;2.0;1.0;4.0;2.0;4.0;4.0;3.0;2.0;3.0;4.0;1.0;3.0;4.0;21.0;1;4
212;3.0;2.0;2.0;2.0;3.0;5.0;3.0;3.0;4.0;5.0;4.0;3.0;3.0;3.0;5.0;1.0;3.0;1.0;1.0;5.0;3.0;3.0;2.0;21.0;0;5
213;5.0;5.0;3.0;3.0;5.0;4.0;4.0;4.0;5.0;4.0;3.0;2.0;3.0;4.0;4.0;2.0;5.0;1.0;2.0;3.0;5.0;3.0;4.0;18.0;1;3
214;3.0;1.0;1.0;2.0;5.0;5.0;4.0;4.0;2.0;3.0;2.0;1.0;3.0;3.0;2.0;4.0;5.0;2.0;2.0;2.0;2.0;2.0;5.0;21.0;1;1
215;5.0;2.0;3.0;3.0;5.0;5.0;4.0;2.0;1.0;5.0;2.0;1.0;1.0;5.0;2.0;5.0;3.0;1.0;1.0;3.0;5.0;1.0;4.0;20.0;1;1
216;5.0;4.0;5.0;4.0;5.0;5.0;3.0;2.0;1.0;5.0;3.0;2.0;3.0;5.0;2.0;5.0;3.0;1.0;5.0;5.0;2.0;3.0;5.0;19.0;1;4
217;5.0;3.0;4.0;4.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;5.0;1.0;4.0;2.0;27.0;0;5
218;5.0;4.0;2.0;2.0;5.0;5.0;5.0;4.0;3.0;5.0;3.0;2.0;5.0;5.0;3.0;5.0;5.0;4.0;1.0;2.0;1.0;3.0;4.0;19.0;1;4
219;5.0;2.0;2.0;4.0;5.0;5.0;3.0;5.0;3.0;5.0;5.0;2.0;4.0;4.0;2.0;3.0;2.0;3.0;3.0;3.0;1.0;4.0;3.0;19.0;1;4
220;5.0;4.0;4.0;2.0;5.0;5.0;5.0;4.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;5.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;20.0;1;4
221;5.0;4.0;4.0;3.0;5.0;5.0;5.0;5.0;3.0;5.0;5.0;2.0;2.0;2.0;2.0;4.0;4.0;3.0;1.0;4.0;1.0;4.0;4.0;19.0;1;4
222;5.0;2.0;1.0;3.0;5.0;5.0;5.0;4.0;4.0;5.0;4.0;3.0;3.0;4.0;2.0;5.0;5.0;3.0;5.0;3.0;3.0;3.0;3.0;20.0;1;4
223;5.0;1.0;1.0;1.0;3.0;5.0;5.0;3.0;1.0;2.0;2.0;1.0;1.0;3.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;5.0;1.0;17.0;1;1
224;5.0;4.0;2.0;1.0;5.0;5.0;5.0;1.0;5.0;5.0;3.0;1.0;2.0;4.0;3.0;2.0;2.0;1.0;1.0;1.0;5.0;1.0;2.0;23.0;1;1
225;5.0;3.0;3.0;4.0;5.0;4.0;4.0;2.0;1.0;5.0;5.0;4.0;2.0;5.0;1.0;5.0;5.0;5.0;5.0;5.0;1.0;4.0;5.0;20.0;1;4
226;5.0;3.0;2.0;1.0;3.0;5.0;5.0;2.0;2.0;5.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;5.0;5.0;1.0;1.0;20.0;1;1
227;5.0;4.0;2.0;3.0;5.0;5.0;3.0;5.0;5.0;4.0;5.0;4.0;4.0;2.0;4.0;1.0;4.0;2.0;1.0;5.0;3.0;5.0;3.0;19.0;0;2
228;5.0;1.0;1.0;4.0;5.0;5.0;2.0;5.0;3.0;5.0;3.0;1.0;2.0;2.0;2.0;5.0;3.0;3.0;1.0;2.0;1.0;4.0;3.0;20.0;1;1
229;2.0;2.0;1.0;3.0;3.0;5.0;1.0;1.0;4.0;3.0;5.0;1.0;5.0;4.0;4.0;5.0;4.0;2.0;2.0;2.0;1.0;3.0;5.0;19.0;0;2
230;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;3.0;3.0;3.0;19.0;0;2
231;5.0;2.0;1.0;1.0;5.0;5.0;5.0;4.0;1.0;4.0;3.0;1.0;3.0;2.0;4.0;5.0;5.0;4.0;5.0;5.0;4.0;2.0;2.0;18.0;1;1
232;5.0;3.0;3.0;5.0;4.0;3.0;3.0;3.0;3.0;4.0;5.0;3.0;3.0;5.0;4.0;5.0;5.0;5.0;5.0;1.0;1.0;3.0;4.0;19.0;1;4
233;5.0;4.0;3.0;2.0;5.0;5.0;4.0;3.0;2.0;4.0;1.0;1.0;1.0;4.0;2.0;3.0;5.0;1.0;3.0;4.0;2.0;1.0;3.0;15.0;1;1
234;5.0;4.0;3.0;3.0;5.0;5.0;5.0;4.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;3.0;1.0;2.0;15.0;1;1
235;5.0;2.0;2.0;4.0;5.0;5.0;5.0;3.0;3.0;4.0;3.0;2.0;3.0;3.0;1.0;5.0;5.0;2.0;1.0;4.0;3.0;3.0;3.0;19.0;1;4
236;5.0;3.0;2.0;2.0;4.0;5.0;4.0;2.0;2.0;5.0;4.0;4.0;4.0;4.0;4.0;5.0;4.0;4.0;2.0;3.0;1.0;4.0;5.0;21.0;1;4
237;5.0;2.0;3.0;3.0;4.0;5.0;5.0;4.0;2.0;5.0;5.0;2.0;1.0;2.0;2.0;1.0;4.0;1.0;1.0;2.0;2.0;4.0;1.0;19.0;1;3
238;5.0;1.0;1.0;1.0;5.0;4.0;3.0;3.0;4.0;4.0;4.0;2.0;3.0;3.0;3.0;5.0;5.0;2.0;2.0;1.0;1.0;5.0;2.0;17.0;1;4
239;5.0;5.0;5.0;5.0;5.0;5.0;4.0;2.0;2.0;5.0;5.0;2.0;3.0;5.0;3.0;4.0;4.0;1.0;1.0;1.0;5.0;2.0;5.0;23.0;1;4
240;5.0;5.0;5.0;4.0;5.0;4.0;2.0;1.0;5.0;3.0;4.0;2.0;4.0;1.0;3.0;4.0;3.0;1.0;1.0;5.0;4.0;3.0;3.0;24.0;0;5
241;5.0;2.0;5.0;4.0;5.0;5.0;2.0;2.0;4.0;3.0;5.0;1.0;3.0;4.0;2.0;5.0;4.0;1.0;2.0;2.0;1.0;4.0;5.0;19.0;1;4
242;5.0;4.0;4.0;5.0;5.0;4.0;5.0;4.0;5.0;5.0;4.0;3.0;3.0;4.0;3.0;4.0;5.0;3.0;2.0;4.0;2.0;4.0;3.0;19.0;1;4
243;5.0;4.0;3.0;2.0;4.0;5.0;4.0;1.0;2.0;3.0;5.0;2.0;5.0;5.0;5.0;4.0;2.0;2.0;4.0;4.0;1.0;4.0;4.0;22.0;1;4
244;5.0;2.0;2.0;4.0;5.0;5.0;4.0;5.0;3.0;5.0;4.0;3.0;5.0;5.0;4.0;5.0;5.0;2.0;5.0;2.0;4.0;4.0;5.0;20.0;1;4
245;5.0;1.0;1.0;1.0;5.0;5.0;4.0;5.0;4.0;5.0;3.0;3.0;4.0;1.0;1.0;4.0;4.0;4.0;1.0;2.0;2.0;1.0;3.0;21.0;1;1
246;5.0;2.0;2.0;3.0;5.0;5.0;4.0;5.0;5.0;3.0;4.0;4.0;5.0;3.0;4.0;2.0;5.0;1.0;1.0;5.0;1.0;3.0;2.0;19.0;0;5
247;5.0;5.0;5.0;2.0;5.0;5.0;2.0;5.0;3.0;5.0;5.0;3.0;4.0;3.0;3.0;5.0;4.0;1.0;1.0;5.0;3.0;5.0;2.0;19.0;0;5
248;5.0;3.0;3.0;1.0;4.0;5.0;5.0;3.0;2.0;5.0;5.0;1.0;3.0;4.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;20.0;1;1
